make;model;year;mileage;engine_power;fuel_type;gearbox;price
seat;ibiza;2014;85000;105;petrol;manual;24000
mini;cooper;2016;139000;136;petrol;manual;39900
ford;focus;2012;110000;125;petrol;manual;29900
bmw;seria-1;2009;278000;143;petrol;manual;16500
audi;a5-sportback;2010;137000;180;petrol;manual;28000
mercedes-benz;gle;2016;200600;258;diesel;automatic;105500
toyota;auris;2016;110000;99;petrol;automatic;55000
audi;a4-allroad;2009;309000;170;diesel;manual;35000
volkswagen;tiguan;2007;210000;140;diesel;manual;19999
citroen;jumpy-combi;2013;241000;128;diesel;manual;42900
bmw;seria-5;2011;280000;184;diesel;automatic;36900
nissan;qashqai;2008;200150;106;diesel;manual;14500
ford;fiesta;2019;90261;75;petrol;manual;36900
volkswagen;golf;2018;149999;310;petrol;automatic;104999
audi;a4-avant;2004;332864;130;diesel;manual;8500
bmw;seria-5;2018;130000;252;plugin-hybrid;automatic;94900
toyota;yaris;2017;45000;69;petrol;manual;35800
peugeot;208;2018;32397;68;petrol;manual;10900
mercedes-benz;gla;2016;121000;156;petrol;automatic;67000
volvo;v90;2017;230144;190;diesel;automatic;58900
toyota;auris;2016;132600;112;diesel;manual;34000
skoda;karoq;2018;174000;150;diesel;automatic;73900
bmw;seria-3;2012;383000;163;diesel;automatic;34900
volvo;v40;2015;165000;150;diesel;manual;43000
bmw;seria-5;2010;235000;204;diesel;automatic;42500
audi;a5-coupe;2014;205615;211;petrol;automatic;46000
cupra;cupra-formentor;2022;131000;150;petrol;automatic;89900
skoda;octavia;2010;243500;122;petrol;manual;10500
audi;a5-cabrio;2009;189000;240;diesel;automatic;38900
suzuki;swift;2007;191876;92;petrol;manual;8999
bmw;seria-1;2009;172000;115;diesel;manual;14500
lexus;lbx;2024;24252;136;hybrid;automatic;144900
opel;astra;2008;295000;100;diesel;manual;7700
peugeot;2008;2021;138623;101;petrol;manual;57900
chrysler;pacifica;2024;86000;290;petrol;automatic;135000
renault;clio;2010;73000;75;petrol;manual;18000
opel;corsa;2013;220000;87;petrol;manual;15800
audi;q3;2014;194500;177;diesel;automatic;57900
audi;q7;2018;125000;333;petrol;automatic;124999
toyota;c-hr;2020;83000;116;petrol;automatic;95000
renault;espace;2016;184384;160;diesel;automatic;45999
seat;ibiza;2009;256191;86;petrol-lpg;manual;10300
hyundai;ioniq;2018;228300;120;electric;automatic;41000
dodge;challenger;2017;46000;381;petrol-lpg;automatic;99999
ford;s-max;2010;229571;145;petrol-lpg;manual;26000
bmw;seria-1;2013;136600;136;petrol;automatic;32800
honda;civic;2016;227900;142;petrol;manual;46800
skoda;octavia;2018;255238;150;diesel;automatic;47500
mazda;mx-5;2014;92000;160;petrol;manual;64500
kia;sportage;2017;173721;177;petrol;automatic;63500
volkswagen;passat;2022;94000;150;diesel;manual;83900
mazda;cx-5;2014;217000;175;diesel;automatic;43900
opel;mokka;2017;176000;140;petrol;manual;42900
opel;mokka;2017;158000;140;petrol-lpg;manual;41999
lincoln;aviator;2020;60000;405;petrol;automatic;169999
audi;a4-avant;2016;370000;190;diesel;automatic;48500
jeep;grand-cherokee;2019;196075;286;petrol;automatic;84500
bmw;seria-5;2021;18000;292;plugin-hybrid;automatic;142999
bmw;x3;2023;22000;252;petrol;automatic;189999
audi;a6-limousine;2009;500000;240;diesel;automatic;23900
nissan;qashqai;2008;165000;115;petrol;manual;23900
audi;a4-limousine;2001;322000;130;petrol;automatic;7400
fiat;500;2010;192240;69;petrol;manual;21900
mazda;cx-60;2022;27000;327;plugin-hybrid;automatic;189999
bmw;x4;2021;128000;190;diesel;automatic;164999
mercedes-benz;glb;2020;52000;224;petrol;automatic;129999
audi;q5;2009;246000;211;petrol;automatic;34999
audi;a7;2013;238000;310;petrol;automatic;59999
lancia;thesis;2006;188000;185;diesel;automatic;99999
audi;a5-coupe;2015;180000;170;petrol;automatic;54999
chevrolet;camaro;2023;13000;340;petrol;automatic;159999
alfa-romeo;giulia;2019;107000;200;petrol;automatic;79999
bmw;x5;2015;95000;306;petrol;automatic;94999
mercedes-benz;klasa-a;2020;70000;150;diesel;automatic;89999
bmw;x1;2016;99000;150;diesel;automatic;69999
bmw;x3;2016;192000;190;diesel;automatic;74999
mercedes-benz;gle;2017;98000;333;petrol;automatic;124999
seat;leon-sportstourer;2019;171000;300;petrol;automatic;89999
volkswagen;t-cross;2021;88180;150;petrol;automatic;85000
audi;q3;2013;129000;177;diesel;manual;61000
fiat;500l;2016;148000;120;petrol;manual;36900
peugeot;308;2012;169000;112;diesel;automatic;16500
mercedes-benz;klasa-a;2014;189000;109;diesel;manual;29999
bmw;seria-4;2016;150306;190;diesel;automatic;75000
mercedes-benz;klasa-a;2015;135809;122;petrol;manual;49500
volvo;xc-70;2005;175000;210;petrol;automatic;16000
toyota;c-hr;2022;64000;197;hybrid;automatic;71900
mini;countryman;2012;123900;112;diesel;automatic;28900
nissan;qashqai;2011;209000;150;diesel;manual;27500
land-rover;range-rover-evoque;2016;179000;180;diesel;automatic;29900
volkswagen;tiguan;2012;107000;170;petrol;automatic;38500
opel;astra;2015;179783;120;petrol;manual;22500
audi;a8;2013;242000;258;diesel;automatic;75000
citroen;c4-cactus;2019;165000;102;diesel;manual;45000
audi;a3-sportback;2010;168000;125;petrol;manual;17900
seat;leon;2014;209000;184;diesel;manual;42500
volkswagen;passat-alltrack;2016;344000;240;diesel;automatic;49900
volkswagen;golf;2009;280000;160;petrol;manual;14000
ford;maverick;2024;15000;190;petrol;automatic;129000
mercedes-benz;gla;2018;69300;211;petrol;automatic;82900
honda;accord;2012;229900;156;petrol;manual;38900
renault;kadjar;2018;197602;130;diesel;automatic;49500
peugeot;308;2017;181000;120;diesel;manual;26800
ford;kuga;2019;211500;180;diesel;automatic;54900
toyota;auris;2014;167572;99;hybrid;automatic;40900
opel;astra;2024;27908;130;petrol;automatic;36900
ford;focus;2020;160183;182;petrol;automatic;26900
opel;signum;2007;294244;150;diesel;automatic;8500
bmw;seria-7;2011;118000;449;hybrid;automatic;39999
mitsubishi;outlander;2019;72000;224;plugin-hybrid;automatic;79999
ford;fusion;2016;187500;177;petrol-lpg;automatic;41500
mercedes-benz;gl;2007;247700;306;diesel;automatic;52000
audi;a3-sportback;2009;359000;105;diesel;manual;13900
jeep;cherokee;2015;268000;272;petrol;automatic;50000
ford;s-max;2011;299000;140;diesel;manual;20000
mercedes-benz;cl;2011;120000;544;petrol;automatic;175000
volkswagen;golf;2018;90280;204;plugin-hybrid;automatic;64900
kia;ceed;2009;170000;109;petrol;manual;13000
ford;fiesta;2016;77000;100;petrol;manual;27900
hyundai;tucson;2016;218000;116;diesel;manual;43500
volkswagen;touran;2012;198000;140;petrol;manual;17900
ford;mondeo;2018;227000;150;diesel;manual;33000
ford;grand-tourneo-connect;2016;210000;120;diesel;automatic;43900
suzuki;sx4;2017;134500;111;petrol;manual;45900
ford;focus;2022;191500;125;petrol;manual;44700
opel;insignia;2014;165000;160;diesel;manual;28999
suzuki;jimny;2013;143802;86;petrol;automatic;49900
hyundai;tucson;2019;202000;136;diesel;automatic;49900
volvo;v60;2020;190000;190;diesel;automatic;85000
nissan;x-trail;2024;53906;158;hybrid;automatic;121900
volkswagen;t-roc;2021;65000;150;petrol;automatic;84900
ford;s-max;2008;430000;140;diesel;automatic;14900
kia;ceed;2016;197460;136;diesel;manual;32900
citroen;ds4;2014;240000;114;diesel;manual;22800
jaguar;xf;2017;175000;180;diesel;automatic;49500
volkswagen;polo;2014;114000;60;petrol;manual;24899
hyundai;ioniq;2021;25000;136;electric;automatic;39900
kia;sportage;2015;210000;135;petrol;manual;36999
nissan;qashqai-2;2012;141200;130;diesel;manual;31500
toyota;aygo;2013;189000;69;petrol;manual;12900
peugeot;308;2016;198000;150;diesel;manual;26500
audi;a6-avant;2018;146300;190;diesel;automatic;104000
opel;insignia;2015;185000;130;diesel;manual;23900
ford;escape;2017;158600;242;petrol;automatic;39900
bmw;z4;2003;208500;192;petrol;manual;42900
ford;puma;2022;72825;125;petrol;manual;62999
jeep;grand-cherokee;2023;34500;290;petrol;automatic;144900
microcar;m-go;2018;43000;8;diesel;automatic;15700
volkswagen;tiguan;2016;150757;190;diesel;automatic;76900
audi;a3-sportback;2009;259000;105;diesel;manual;18900
suzuki;vitara;2017;70000;120;petrol;manual;54900
mercedes-benz;slk;2004;176800;163;petrol;automatic;32000
dodge;charger;2015;244000;305;petrol;automatic;32500
opel;meriva;2008;137932;90;petrol;manual;7900
volkswagen;golf;2014;234672;150;diesel;automatic;35900
peugeot;3008;2010;248000;150;diesel;manual;14999
opel;meriva;2016;50586;100;petrol;manual;31900
opel;mokka;2015;167000;140;petrol;manual;37900
bmw;x3;2012;206000;184;diesel;automatic;51900
volkswagen;caddy;2022;98000;122;diesel;automatic;139000
volvo;v40;2014;278000;115;diesel;manual;32500
bmw;seria-5;2013;147470;218;diesel;automatic;54900
smart;roadster;2004;150000;82;petrol;manual;19900
audi;a4-limousine;2016;176400;150;diesel;automatic;63500
honda;civic;2015;185902;142;petrol;manual;42900
volvo;v60;2013;197000;220;plugin-hybrid;automatic;40999
volkswagen;polo;2013;195678;70;petrol;manual;23999
skoda;kodiaq;2018;94400;180;petrol;automatic;103000
bmw;seria-3;2008;375000;197;diesel;manual;18900
jeep;grand-cherokee;2021;54000;290;petrol;automatic;135000
bmw;m4;2020;70000;431;petrol;automatic;189999
opel;corsa;2014;200388;85;petrol-lpg;manual;16900
nissan;qashqai;2018;113200;140;petrol;manual;63900
hyundai;tucson;2017;105000;132;petrol;manual;57900
audi;a4-avant;2009;376633;170;diesel;manual;22000
bmw;seria-5;2017;199000;190;diesel;automatic;87500
volkswagen;touran;2005;211000;105;diesel;manual;8900
ford;escape;2019;69900;173;petrol;automatic;63000
ford;mustang;2015;69983;421;petrol-lpg;automatic;117500
mazda;cx-3;2017;48615;120;petrol;automatic;62000
volkswagen;caddy;2010;201876;104;petrol;manual;22500
nissan;juke;2014;119674;117;petrol;automatic;34900
volvo;v40;2013;289000;115;diesel;manual;32500
lexus;nx;2017;109726;197;hybrid;automatic;104999
volkswagen;cc;2009;180000;160;petrol;manual;20000
mini;cooper-s;2021;82000;178;petrol;automatic;77000
opel;astra;2012;128000;115;petrol;manual;17700
skoda;octavia;2014;247080;110;diesel;automatic;33900
dacia;sandero;2018;47000;73;petrol;manual;25900
mercedes-benz;klasa-c;2021;146632;160;diesel;automatic;85900
toyota;yaris;2011;147000;99;petrol;automatic;29800
hyundai;i30;2019;139824;100;petrol;manual;39800
volvo;v40;2015;204000;190;diesel;manual;43900
audi;a4-avant;2013;240000;177;diesel;manual;44900
opel;insignia;2012;185000;140;petrol;manual;16900
volvo;s60;2024;28800;250;petrol;automatic;79900
seat;leon;2016;220000;150;diesel;manual;42900
bmw;x6-m;2016;113000;575;petrol;automatic;149000
skoda;octavia;2007;205560;150;petrol;manual;14300
audi;a4-avant;2014;200000;177;diesel;manual;44900
toyota;avensis;2010;367000;126;diesel;manual;11000
honda;civic;2006;229892;140;petrol;manual;15900
jeep;renegade;2019;61906;120;petrol;manual;52999
bmw;seria-3;2008;165000;177;diesel;automatic;36000
audi;a4-limousine;2019;86000;150;petrol;automatic;87900
bmw;seria-4;2017;92000;252;petrol;automatic;84000
audi;a4-avant;2020;148000;150;diesel;manual;74444
citroen;c5;2017;245000;150;diesel;manual;23000
bmw;seria-5;2018;165108;190;diesel;automatic;94900
hyundai;santa-fe;2023;38000;230;hybrid;automatic;195000
dacia;duster;2017;143244;125;petrol;manual;29999
volkswagen;touran;2019;126000;150;diesel;automatic;77900
bmw;seria-3;2021;146500;150;diesel;automatic;89990
peugeot;208;2017;149000;100;diesel;manual;21900
hyundai;ix35;2015;170000;166;petrol;automatic;41999
peugeot;308;2022;170000;130;diesel;manual;47000
kia;sportage;2022;11000;150;petrol;manual;89790
seat;ibiza;2018;126700;115;petrol;automatic;45900
peugeot;partner;2010;211540;109;diesel;manual;23900
skoda;kodiaq;2019;62000;150;petrol;automatic;99900
toyota;rav4;2009;285000;150;diesel;manual;21600
bmw;seria-3;2022;40900;156;petrol;manual;79999
mercedes-benz;cls;2006;199000;306;petrol-lpg;automatic;49900
audi;q5;2021;85000;265;petrol;automatic;79000
skoda;karoq;2020;74600;115;diesel;automatic;94900
opel;insignia;2016;190000;170;diesel;manual;37000
hyundai;ix35;2014;170000;166;petrol;automatic;49000
bmw;seria-3;2002;294000;231;petrol;automatic;18800
audi;a6-avant;2018;108000;190;diesel;automatic;110000
ds-automobiles;ds-7-crossback;2018;105060;177;diesel;automatic;88700
renault;kadjar;2020;50000;140;petrol;manual;29900
mercedes-benz;klasa-e;2010;256000;204;diesel;manual;38900
opel;astra;2013;275000;140;petrol-lpg;manual;17800
skoda;roomster;2010;226117;86;petrol;manual;12500
kia;sportage;2012;141052;115;diesel;manual;39500
dodge;journey;2010;240000;140;diesel;manual;22900
ford;focus;2012;285000;105;diesel;manual;17900
bmw;seria-1;2005;226790;116;petrol;manual;10000
volvo;xc-60;2015;190000;181;diesel;automatic;57500
opel;astra;2012;134000;115;petrol-lpg;manual;16900
ford;fiesta;2007;174200;70;petrol;manual;7900
renault;kangoo;2014;127000;115;petrol;manual;23900
audi;q7;2016;197000;333;petrol;automatic;114999
jaguar;f-pace;2016;138000;180;diesel;automatic;78000
opel;insignia;2010;129000;160;diesel;manual;22999
bmw;seria-5;2017;142460;252;plugin-hybrid;automatic;97900
skoda;octavia;2008;254000;116;petrol;manual;10000
bmw;seria-7;2008;320000;245;diesel;automatic;38500
mazda;3;2009;207200;105;petrol;manual;15800
opel;meriva;2010;129000;140;petrol;manual;19900
ford;fiesta;2012;97000;82;petrol;manual;17500
seat;altea-xl;2009;186167;125;petrol;manual;17500
bmw;x3;2012;211500;184;diesel;manual;41700
honda;cr-v;2011;257500;150;petrol-lpg;automatic;38500
dacia;logan;2017;187000;90;diesel;manual;18500
skoda;superb;2015;244382;190;diesel;automatic;47750
audi;a3-3-drzwiowe;2006;320000;140;diesel;manual;9900
bmw;seria-1;2009;257500;218;petrol;manual;39999
land-rover;range-rover-evoque;2014;170000;240;petrol;automatic;54900
citroen;c4-cactus;2018;164759;110;petrol;manual;33900
hyundai;kona;2020;71609;177;petrol;automatic;85000
opel;astra;2013;313580;140;petrol-lpg;manual;13900
jeep;compass;2023;93250;240;plugin-hybrid;automatic;85899
audi;a5-sportback;2015;130420;190;diesel;manual;67000
bmw;seria-3;2004;207000;115;petrol;manual;5999
ford;mondeo;2011;167000;160;petrol;manual;26000
renault;megane;2016;156500;100;petrol;manual;37500
toyota;prius;2008;296386;78;petrol-lpg;automatic;24700
fiat;panda;2010;148000;60;petrol;manual;16500
audi;a4-limousine;2019;106000;190;petrol;automatic;79850
volkswagen;touran;2009;235000;105;diesel;manual;17999
toyota;yaris;2023;14600;72;petrol;manual;56500
nissan;x-trail;2008;158369;150;diesel;manual;28500
skoda;octavia;2023;17319;150;petrol;manual;46900
jaguar;xf;2018;116505;180;diesel;automatic;64900
jeep;grand-cherokee;2019;99000;290;petrol;automatic;105000
peugeot;5008;2015;197500;120;diesel;manual;22900
land-rover;range-rover-sport;2021;109566;300;diesel;automatic;199900
smart;fortwo;2003;155808;61;petrol;automatic;5980
mercedes-benz;gla;2025;8500;163;petrol;automatic;189900
citroen;c3-aircross;2017;51941;82;petrol;manual;38999
fiat;500;2020;85000;105;petrol;automatic;67000
bmw;x4-m;2016;170000;360;petrol;automatic;84900
volkswagen;scirocco;2011;165000;210;petrol;automatic;40000
volkswagen;golf;2018;94000;125;petrol;automatic;26900
audi;a6-avant;2010;426700;240;diesel;automatic;25800
fiat;punto-2012;2012;181520;77;petrol;manual;14900
volkswagen;tiguan;2016;109500;190;diesel;automatic;73900
opel;insignia;2012;226000;160;diesel;manual;28000
honda;cr-v;2002;380000;150;petrol-lpg;manual;9200
citroen;c3;2018;99900;82;petrol;manual;23500
fiat;tipo;2017;263000;120;diesel;manual;25500
toyota;rav4;2008;242600;150;diesel;manual;24000
volvo;xc-60;2020;218329;190;diesel;automatic;94500
renault;scenic;2017;171000;110;diesel;automatic;20900
renault;megane;2010;184000;110;petrol;manual;14500
opel;corsa;2016;178000;70;petrol;manual;17900
skoda;yeti;2012;280287;110;diesel;manual;26900
renault;twingo;2008;123361;58;petrol;manual;6500
skoda;octavia;2002;227000;102;petrol-lpg;manual;9900
kia;sorento;2022;137000;230;hybrid;automatic;139999
volkswagen;golf;2015;202000;105;petrol;automatic;19900
ds-automobiles;ds-7-crossback;2020;126000;177;diesel;automatic;93300
peugeot;partner;2016;245200;100;diesel;manual;22900
audi;a6-avant;2003;499980;130;diesel;automatic;7900
alfa-romeo;giulia;2017;49930;510;petrol;automatic;178900
opel;astra;2008;160000;140;petrol;manual;14999
ford;mustang-mach-e;2024;22582;268;electric;automatic;75000
seat;leon;2018;121500;300;petrol;automatic;72000
opel;corsa;2007;220000;80;petrol;manual;8900
dacia;sandero;2013;178000;75;petrol-lpg;manual;16900
volvo;v60;2023;18700;163;petrol;automatic;64900
fiat;500;2023;24570;70;petrol;manual;54900
opel;grandland-x;2020;109000;130;diesel;manual;51999
mercedes-benz;klasa-e;2006;111000;514;petrol;automatic;104999
volkswagen;golf;2015;112000;110;petrol;manual;38000
volkswagen;multivan;2015;195000;180;diesel;automatic;87999
citroen;c4-picasso;2010;293000;110;diesel;automatic;8500
peugeot;208;2012;119000;82;petrol;manual;16900
hyundai;santa-fe;2012;161000;150;diesel;manual;39800
jaguar;x-type;2007;225000;231;petrol;automatic;20900
mercedes-benz;klasa-e;2008;420000;211;diesel;automatic;12333
toyota;auris;2007;170000;124;petrol;automatic;15700
nissan;qashqai-2;2009;357498;140;petrol;manual;16900
opel;crossland-x;2019;18000;83;petrol;manual;17900
volkswagen;amarok;2015;152000;180;diesel;automatic;80000
kia;niro;2025;7000;129;hybrid;automatic;63900
opel;corsa;2021;72943;136;electric;automatic;45900
audi;a5-sportback;2018;119156;252;petrol;automatic;105900
volkswagen;cc;2012;142000;140;diesel;manual;51999
ford;mustang;2017;89900;421;petrol;automatic;115900
skoda;superb;2022;175000;150;diesel;automatic;79800
volvo;v60;2019;235000;190;diesel;automatic;69900
lexus;es;2024;28814;218;hybrid;automatic;195000
ford;fiesta;2020;94607;200;petrol;manual;68900
nissan;note;2014;147500;90;diesel;manual;19900
bmw;seria-1;2014;91000;136;petrol;manual;30900
dodge;durango;2023;34000;360;petrol;automatic;199000
opel;corsa;2012;112000;86;petrol;manual;15900
kia;xceed;2024;15500;140;petrol;manual;92000
toyota;auris;2007;169730;90;diesel;manual;15000
mercedes-benz;w124-1984-1993;1993;249000;150;petrol;manual;49000
audi;a4-limousine;2008;168532;160;petrol;manual;24999
kia;sportage;2016;139000;132;petrol;manual;54900
hyundai;i20;2010;205000;75;diesel;manual;10800
peugeot;208;2016;117000;68;petrol;manual;18900
mitsubishi;lancer;2009;300000;143;petrol-lpg;manual;18000
bmw;seria-4;2015;184000;184;diesel;automatic;71000
hyundai;i30;2012;205318;135;petrol;manual;27900
lexus;is;2010;151000;208;petrol;automatic;55000
bmw;seria-4;2022;88720;184;petrol;automatic;174999
mercedes-benz;klasa-c;2015;217500;156;petrol;automatic;59900
citroen;c4-picasso;2015;163800;120;petrol;manual;29500
audi;a6-avant;2010;243000;240;diesel;automatic;35900
citroen;c3;2009;102000;95;petrol;manual;15600
volvo;xc-60;2025;12718;247;hybrid;automatic;129000
audi;a3-sportback;2016;114000;110;diesel;automatic;47900
audi;q3;2017;96000;200;petrol;automatic;59900
ford;focus;2018;80000;125;petrol;manual;16800
kia;sportage;2016;74556;132;petrol;manual;59999
honda;cr-v;2024;8135;145;hybrid;automatic;89000
audi;a6-avant;2006;302614;170;petrol;manual;19990
volkswagen;touareg;2009;282700;239;diesel;automatic;32990
volkswagen;tiguan;2015;228129;140;diesel;automatic;49990
skoda;fabia;2008;166000;70;petrol;manual;8000
ford;mondeo;2015;168988;150;diesel;manual;38900
alfa-romeo;giulietta;2011;171698;120;petrol;manual;19900
jaguar;f-pace;2022;19000;250;petrol;automatic;163000
bmw;3gt;2015;250386;190;diesel;manual;46999
volkswagen;sharan;2020;157151;150;diesel;manual;99990
hyundai;i40;2016;133000;141;diesel;automatic;44000
volkswagen;passat;2020;105000;150;diesel;automatic;68800
mitsubishi;asx;2016;166573;114;diesel;manual;41900
nissan;qashqai;2017;175000;115;petrol;automatic;49999
opel;insignia;2015;179000;325;petrol;manual;48900
mercedes-benz;sl;2007;120000;388;petrol;automatic;99000
ford;fiesta;2011;111576;96;petrol;manual;18000
audi;a7;2010;295000;245;diesel;automatic;57000
toyota;rav4;2011;200000;158;petrol-lpg;manual;39500
toyota;auris;2017;188000;99;petrol;manual;29900
opel;corsa;2013;175000;120;petrol;manual;15900
opel;meriva;2013;165000;140;petrol;manual;25900
volvo;v40;2014;201000;115;diesel;manual;32500
mazda;mx-5;2021;20790;184;petrol;manual;119000
mercedes-benz;cls;2005;62500;306;petrol;automatic;62000
ford;focus;2021;163000;120;diesel;manual;59990
mercedes-benz;sprinter;2010;399213;190;diesel;automatic;27000
byd;atto-2;2025;7100;170;electric;automatic;124900
renault;laguna;2011;224325;140;petrol;manual;17900
toyota;auris;2013;260000;124;diesel;manual;28000
fiat;talento;2016;216000;125;diesel;manual;38500
skoda;superb;2017;188529;220;petrol;automatic;66000
peugeot;508;2016;220000;180;diesel;automatic;40000
audi;a7;2019;228000;204;diesel;automatic;119310
subaru;impreza;1999;153000;265;petrol;manual;180555
audi;a6-avant;2006;191000;180;diesel;automatic;18999
ford;s-max;2011;258000;163;diesel;manual;28900
bmw;seria-5;2020;111000;252;plugin-hybrid;automatic;125000
mitsubishi;outlander;2011;309000;147;petrol;automatic;13000
peugeot;205;1991;110000;60;petrol;manual;6000
hyundai;ix35;2014;116760;166;petrol;automatic;46900
volkswagen;arteon;2022;25100;320;petrol;automatic;154900
renault;trafic;2019;148000;121;diesel;manual;64900
mini;cooper-s;2020;20000;192;petrol;automatic;49900
opel;astra;2013;150340;140;petrol;manual;29900
renault;arkana;2022;53000;143;hybrid;automatic;60000
hyundai;ix35;2015;156000;135;petrol;manual;39900
opel;mokka;2018;160000;140;petrol;manual;41999
kia;sportage;2011;111436;135;petrol;manual;39900
audi;a3-sportback;2005;297617;140;diesel;manual;8000
dacia;lodgy;2018;86000;102;petrol;manual;44000
bmw;seria-3;2004;380000;204;diesel;automatic;8500
renault;kangoo;2015;150000;75;diesel;manual;17000
mercedes-benz;klasa-b;2008;258995;140;diesel;automatic;9000
audi;a3-sportback;2010;261420;105;diesel;manual;17900
audi;a5-coupe;2019;132825;190;petrol;automatic;106000
skoda;karoq;2025;31261;190;petrol;automatic;164900
volvo;v50;2006;310000;136;diesel;manual;8000
jeep;wrangler;2016;105000;284;petrol;automatic;95000
peugeot;508;2015;193153;180;diesel;automatic;39000
subaru;outback;2025;12377;182;petrol;automatic;89000
skoda;superb;2019;220000;190;petrol;automatic;79000
mitsubishi;asx;2018;133605;117;petrol;manual;58900
fiat;500;2008;158000;69;petrol;manual;12900
skoda;scala;2024;20190;150;petrol;manual;85000
renault;espace;2005;236000;150;diesel;manual;6300
dodge;durango;2017;191000;299;petrol;automatic;72900
ford;kuga;2013;173000;140;diesel;manual;38900
mercedes-benz;klasa-c;2008;306000;156;petrol-lpg;manual;30000
volkswagen;golf;2016;261627;184;diesel;automatic;44000
honda;civic;2012;251191;100;petrol;manual;29900
bmw;seria-1;2008;179000;122;petrol;manual;12000
ford;focus;2008;198000;225;petrol;manual;36000
volkswagen;golf;2001;319383;90;diesel;manual;5500
nissan;nv400;2015;267000;163;diesel;manual;59900
mazda;626;1996;141000;115;petrol;manual;15000
ford;puma;2020;76000;155;hybrid;manual;69100
volkswagen;golf;2009;312000;105;diesel;manual;11500
mg;zs-hybrid-plus;2024;15000;197;hybrid;automatic;58500
toyota;auris;2010;299000;99;hybrid;automatic;32900
mercedes-benz;cls;2009;195000;514;petrol;automatic;61000
kia;rio;2011;171000;109;petrol;manual;18950
toyota;corolla;2022;77050;99;petrol;automatic;92900
nissan;qashqai;2023;64900;158;hybrid;automatic;109850
mercedes-benz;cla;2024;40000;224;petrol;automatic;149999
hyundai;tucson;2018;12100;132;petrol;manual;67900
ford;focus;2011;182000;125;petrol;manual;19900
suzuki;grand-vitara;2007;461258;129;diesel;manual;12000
mercedes-benz;glc;2022;114482;320;plugin-hybrid;automatic;89500
kia;sportage;2008;233795;140;diesel;manual;17800
volkswagen;arteon-shooting-brake;2021;115700;200;diesel;automatic;126500
ford;galaxy;2016;248693;150;diesel;manual;24900
ford;mustang;2008;177000;315;petrol;manual;99000
honda;civic;2013;147000;140;petrol;manual;30900
ford;edge;2017;116918;238;diesel;automatic;57900
honda;civic;2009;214600;201;petrol;manual;48000
toyota;avensis;2009;210000;126;diesel;manual;14000
renault;kadjar;2019;101000;115;diesel;automatic;56900
ford;focus;2008;249777;136;diesel;manual;12800
audi;a4-avant;2011;340000;177;diesel;manual;31500
peugeot;3008;2012;195231;156;petrol;manual;16800
suzuki;swift;2008;103500;92;petrol;manual;16499
fiat;500;2011;114500;69;petrol;manual;16500
mercedes-benz;klasa-c;2009;276500;170;diesel;automatic;24000
peugeot;3008;2010;219317;150;diesel;manual;17500
audi;a6-avant;2010;294000;140;diesel;manual;27900
kia;picanto;2015;121000;85;petrol;manual;21400
volkswagen;passat;2017;160000;120;diesel;automatic;53900
chrysler;town-country;2012;237704;283;petrol-lpg;automatic;37500
nissan;qashqai;2017;162050;163;petrol;manual;56900
mercedes-benz;klasa-b;2014;156000;90;diesel;manual;9900
tesla;y;2024;35000;299;electric;automatic;77500
ford;fiesta;2011;151000;82;petrol;manual;15500
audi;a4-limousine;2006;191000;130;petrol;manual;14200
fiat;panda;2008;91788;54;petrol;manual;6800
toyota;auris;2018;120000;132;petrol;manual;51990
mazda;3;2016;95000;165;petrol;automatic;48000
seat;leon;2014;201923;184;diesel;manual;42900
kia;sportage;2012;253779;116;diesel;manual;31000
opel;meriva;2016;92000;140;petrol;manual;29900
audi;a4-allroad;2016;301500;190;diesel;automatic;57000
audi;a5-sportback;2015;196518;190;diesel;manual;57000
toyota;prius_plus;2012;420000;136;hybrid;automatic;35900
citroen;c4-grand-picasso;2013;166100;115;diesel;manual;22900
toyota;sienna;2025;26203;245;hybrid;automatic;139000
bmw;seria-3;2011;152000;143;petrol;manual;19999
audi;s4;2013;286000;333;petrol;automatic;63900
bmw;seria-1;2008;239000;143;diesel;manual;14900
bmw;x3;2012;323124;184;diesel;automatic;36900
mini;john-cooper-works;2025;14500;231;petrol;automatic;155116
audi;a7;2019;56000;245;petrol;automatic;178000
volkswagen;passat;2015;241687;120;diesel;manual;35500
citroen;c4;2012;213000;110;diesel;automatic;15900
dacia;sandero-stepway;2024;32000;91;petrol;manual;40900
bmw;seria-3;2008;140000;143;petrol;manual;20500
mitsubishi;asx;2012;221000;117;petrol-lpg;manual;28500
toyota;yaris;2012;175290;99;petrol;manual;24500
volkswagen;multivan;2017;47000;150;diesel;automatic;113200
skoda;octavia;2016;206153;150;diesel;manual;35000
audi;s3;2020;60890;400;petrol;automatic;135000
bmw;x5;2007;288000;235;diesel;automatic;49900
jeep;wrangler;2019;69000;284;petrol;automatic;169999
suzuki;vitara;2017;126500;120;petrol-lpg;manual;51000
mercedes-benz;klasa-e;2018;133000;333;petrol;automatic;122000
toyota;prius;2009;421000;78;hybrid;automatic;7000
honda;accord;2015;213800;201;petrol;manual;57195
ford;tourneo-courier;2018;168000;100;petrol;manual;21900
volvo;c30;2010;264000;109;diesel;manual;14400
volkswagen;sharan;2007;330000;140;diesel;manual;7500
mercedes-benz;klasa-a;2018;110811;109;diesel;automatic;69000
ford;s-max;2014;171000;140;diesel;manual;34900
